city,state,no_schooling,nursery_school,kindergarten,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th_no_diploma,hs_diploma,GED_or_alternative_credential,college_less_than_year,college_more_than_year_no_degree,associate_degree,bachelor_degree,master_degree,professional_degree,doctorate_degree,computers_mathematics_statistics,biological_agricultural_environmental_sciences,physical_related_sciences,psychology,social_sciences,engineering,multidisciplinary,science_engineering_related,business,education,literature_languages,liberal_arts_history,visual_performing_arts,communications,other
Seaside--Monterey,CA,1295,3,21,79,181,392,239,358,1513,330,721,854,989,847,1574,12448,1679,4983,12689,7159,19040,9687,2380,2057,1630,2532,1519,1892,4053,2135,408,2957,4925,3171,2910,2591,2039,1382,1887
Seattle,WA,25311,329,471,986,1894,3475,3546,4753,14717,5499,14609,18420,22127,28370,36332,368966,70480,145216,343168,202374,571444,234567,57629,40296,65247,61493,34236,49112,102709,101242,11322,79125,160076,75220,58127,54770,49378,43080,42579
Sebastian--Vero Beach South--Florida Ridge,FL,1238,0,0,52,23,130,148,104,698,498,867,1434,2403,2869,2651,30660,6514,10228,16519,11236,18501,8076,2410,1338,1048,2095,959,1576,2667,2236,188,2863,6212,5920,1813,1834,1328,749,1384
Sebring--Avon Park,FL,546,22,0,6,63,116,224,163,653,345,942,972,1470,1522,1296,14019,2783,4084,6054,3965,4958,1971,462,309,192,633,259,237,486,342,144,993,1574,2039,104,384,143,120,465
Sedalia,MO,154,0,0,72,23,104,34,130,169,59,447,429,505,683,289,4682,617,1462,2671,1716,2120,777,178,123,62,171,62,210,243,85,0,334,720,807,38,141,86,88,374
Sedona,AZ,8,0,0,0,0,0,0,0,104,0,21,51,34,0,60,924,86,405,853,496,1691,544,258,159,234,128,119,131,86,247,0,322,370,244,177,197,305,55,128
Seguin,TX,328,0,0,44,109,107,72,35,491,190,270,758,471,613,267,4289,1246,1365,1988,790,1637,656,73,99,70,204,112,117,146,44,25,161,488,553,282,262,54,71,164
Selma,AL,301,0,4,0,0,16,38,69,81,86,199,274,825,784,325,4265,552,833,2259,1058,1274,726,124,121,102,110,52,97,69,82,3,161,449,675,128,186,125,21,189
Selma,CA,1415,8,0,102,141,229,213,298,1089,87,1420,698,794,818,443,5507,749,1777,3996,1975,2593,769,314,66,85,384,25,156,362,83,93,333,710,618,56,375,254,103,403
Selmer,TN,21,0,0,0,0,6,0,0,0,19,187,40,71,189,30,670,293,208,515,124,291,112,11,0,10,46,0,24,20,29,0,29,44,118,41,30,37,20,26
Seminole,OK,49,0,0,0,0,0,0,0,50,11,88,68,61,213,48,988,135,265,505,302,344,136,17,0,0,30,16,48,6,17,0,50,99,193,0,14,9,5,29
Seminole,TX,128,0,0,0,0,44,27,85,167,29,122,132,233,251,155,992,395,270,458,288,498,110,27,29,7,22,15,12,8,9,0,31,134,315,6,16,13,19,117
Senatobia,MS,144,0,0,0,0,20,0,23,7,13,65,97,68,223,163,597,61,154,728,312,447,252,126,9,47,52,7,30,9,38,0,92,172,266,9,62,19,34,34
Seneca,SC,207,0,0,5,5,43,32,82,299,195,348,676,448,536,501,3937,853,1049,2329,1391,2794,1356,188,381,263,512,275,283,201,529,15,424,753,910,206,177,75,176,256
Sequim,WA,64,0,0,0,0,0,0,4,52,0,83,139,211,158,239,3271,670,1471,2768,1461,2712,1259,419,127,158,482,184,333,226,474,0,331,577,882,159,288,243,98,268
Seven Lakes,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,550,12,77,410,98,721,208,90,87,35,57,18,99,90,50,0,420,258,59,30,31,0,0,16
Severance,CO,0,0,0,0,0,0,0,0,0,0,7,6,24,38,21,420,47,152,322,193,511,117,19,14,47,107,9,55,63,45,4,54,169,38,15,13,17,50,70
Sevierville,TN,139,0,11,28,26,65,77,85,474,193,427,399,505,524,226,4849,1138,1003,2070,749,2019,908,123,58,185,249,106,153,278,251,31,180,690,629,84,238,133,46,170
Seville,OH,48,0,0,0,0,0,11,9,11,1,61,51,121,108,124,2297,243,339,786,285,740,194,69,23,28,39,41,33,62,54,28,129,257,210,43,43,34,41,64
Seward,NE,29,0,0,0,0,0,0,0,1,0,76,19,44,33,64,881,144,296,580,571,745,249,79,92,47,142,20,25,57,26,16,137,180,412,16,53,34,42,68
Seymour,IN,114,0,0,0,14,33,0,0,140,107,320,283,287,290,277,5300,931,790,1721,947,1606,723,142,53,33,108,48,97,111,346,0,388,487,500,67,161,44,38,129
Seymour (Outagamie County),WI,42,0,0,0,0,0,0,11,0,0,38,11,83,0,34,714,51,170,278,307,301,120,39,0,40,0,0,21,35,0,0,82,60,105,50,32,29,65,50
Shady Cove,OR,0,0,0,0,0,0,0,0,0,0,0,95,42,129,62,833,79,213,553,141,358,63,46,17,18,25,52,31,66,0,0,103,79,48,35,47,16,15,16
Shady Side--Deale,MD,40,0,0,0,0,0,0,0,10,0,101,88,103,168,38,1770,320,654,1548,520,1357,750,199,130,97,124,91,95,352,149,6,245,518,308,183,171,97,96,140
Shafter,CA,670,0,0,43,147,190,130,239,949,129,321,214,436,424,377,2569,244,390,1151,397,482,71,23,67,11,30,0,26,78,17,0,33,164,67,18,97,18,10,74
Shallowater,TX,17,0,0,10,0,0,0,0,40,0,0,6,62,37,19,624,56,128,363,122,365,148,0,19,5,52,13,4,25,31,0,117,68,123,0,78,13,10,25
Shamokin--Mount Carmel,PA,282,0,0,0,0,9,15,110,43,144,503,472,932,764,262,9726,1766,1153,1798,1267,1705,715,207,88,127,240,74,84,237,60,23,463,376,743,67,109,67,35,186
Shannondale,WV,0,0,0,0,11,0,0,0,15,0,19,42,24,55,9,410,197,208,374,84,247,106,0,9,56,38,0,18,53,31,7,23,23,34,10,25,26,30,28
Shawano,WI,30,0,0,0,0,0,0,2,30,38,92,109,168,139,137,2659,229,469,1166,731,840,340,117,68,26,112,14,61,66,18,19,143,190,409,60,53,84,82,153
Shawnee,OK,170,9,12,0,15,4,10,16,152,129,383,369,665,711,377,5903,1329,1869,4037,1500,2954,851,167,188,117,200,136,175,223,156,16,477,958,926,194,198,189,161,452
Sheboygan,WI,756,0,6,50,0,22,0,124,195,93,717,387,638,909,1088,15491,2238,3411,6709,4788,7590,2798,487,282,450,726,290,436,528,977,41,1113,2573,2231,578,612,437,439,707
Shelby,MT,24,0,0,0,0,0,0,0,14,0,117,63,37,76,16,600,216,182,372,121,200,40,38,0,0,4,23,8,14,5,0,32,33,65,11,83,0,0,0
Shelby,NC,184,15,0,0,0,25,3,18,70,181,271,465,615,603,397,6015,611,1014,2441,1926,2277,973,234,191,131,110,133,359,240,130,14,353,706,826,147,266,194,66,335
Shelby,OH,0,0,0,0,0,0,0,0,0,19,92,80,210,223,147,2384,205,590,779,592,621,224,44,23,98,0,0,20,113,9,0,168,140,240,25,43,21,40,47
Shelbyville,IL,21,0,0,0,0,0,0,0,0,2,122,3,21,93,38,1348,225,419,586,287,440,193,20,0,0,36,0,98,89,67,0,72,43,123,14,65,15,15,87
Shelbyville,IN,71,0,9,5,0,43,0,39,95,65,215,437,466,355,415,4814,1053,1045,1727,958,1106,550,180,28,38,50,59,62,125,125,9,166,382,450,39,125,36,108,203
Shelbyville,KY,148,0,0,68,93,36,83,125,91,55,368,346,420,530,127,3675,943,1161,2385,1141,1527,819,101,99,217,199,34,124,154,51,0,218,612,479,70,172,101,130,210
Shelbyville,TN,350,0,0,0,24,119,0,27,313,90,288,598,540,609,269,3802,1423,918,1564,614,778,284,55,0,26,41,19,64,40,55,6,114,168,229,68,111,19,7,289
Sheldon,IA,0,0,0,0,0,63,0,0,0,0,81,50,0,17,76,1058,104,172,525,373,592,164,90,30,0,43,16,53,41,0,0,90,125,353,0,120,26,24,88
Shelley,ID,15,0,0,0,18,8,23,19,106,6,5,0,12,152,39,560,127,207,512,179,236,66,0,0,0,28,0,18,11,25,21,36,99,75,0,0,25,0,0
Shelton,WA,219,0,0,0,30,55,35,45,196,31,188,228,230,378,184,2616,988,1264,2405,1210,1219,368,45,8,90,97,13,109,130,28,7,114,288,345,68,173,48,50,153
Shenandoah,IA,30,0,0,0,0,30,0,0,20,16,85,107,80,88,90,1048,190,373,544,311,406,183,40,13,26,48,0,9,20,27,8,66,110,247,0,29,5,9,77
Shenandoah--Mahanoy City--Frackville,PA,156,0,0,13,6,3,65,14,101,51,357,336,474,466,284,5307,2018,841,1209,982,1007,243,74,40,33,96,13,46,159,41,8,194,208,294,80,39,44,49,140
Shepherdstown,WV,0,0,0,0,0,0,0,0,0,0,32,7,101,21,22,635,104,176,409,84,434,110,12,25,28,57,40,22,32,36,5,57,105,95,36,57,41,3,10
Sheridan,AR,0,0,0,0,0,3,0,0,3,0,19,41,117,82,26,804,217,185,293,217,551,230,28,0,14,57,57,75,17,11,0,57,194,255,0,12,57,71,23
Sheridan,IN,59,0,0,0,0,0,0,0,7,0,17,39,37,46,23,610,83,219,256,125,199,75,8,0,10,18,17,40,59,6,0,41,35,52,0,0,5,6,34
Sheridan,OR,61,0,0,0,0,0,0,0,43,48,61,61,254,240,144,1328,844,732,952,490,403,230,0,19,8,45,7,37,92,28,35,35,108,138,0,98,8,0,62
Sheridan,WY,27,0,0,0,3,0,0,9,21,27,67,128,220,183,144,2846,788,1144,2400,1299,2532,884,179,104,53,337,153,95,231,418,24,485,628,906,132,140,70,131,208
Sherman,TX,495,0,0,28,44,168,99,155,637,181,701,1048,700,991,778,10007,3023,3221,7429,3702,4767,2015,450,471,299,258,467,463,475,489,129,749,1450,1833,316,574,256,196,463
Shippensburg,PA,147,0,0,0,0,0,0,0,28,13,147,293,330,258,65,3764,497,505,934,747,1027,471,58,103,90,79,65,39,77,58,8,235,315,305,133,46,69,127,128
Shiprock,NM,87,0,0,10,0,15,18,18,13,36,43,86,95,83,13,1206,101,51,747,528,268,150,30,27,0,47,5,47,55,40,9,81,22,127,11,42,0,0,27
Shorewood Forest,IN,0,0,0,0,0,0,0,0,14,9,0,14,45,24,14,441,17,52,265,125,582,199,119,65,19,55,103,57,17,53,0,141,198,135,26,65,8,38,75
Show Low,AZ,89,0,0,0,0,0,0,0,28,5,103,81,264,126,147,1937,367,692,1760,698,790,367,20,14,29,76,18,39,69,60,0,160,245,271,70,112,31,62,47
Shreveport,LA,1903,153,73,53,173,453,161,297,971,1024,2163,3297,4833,6871,3752,51374,8876,10422,37213,12986,31427,12842,3673,2002,1479,4027,1941,2384,2173,2381,119,7120,11190,8234,1577,3881,1589,1677,3364
Sibley,IA,67,0,0,0,0,0,0,0,12,8,73,36,39,73,27,525,66,117,218,125,241,83,10,6,9,33,4,16,19,10,0,27,35,143,9,10,22,12,11
Sidney,MT,0,0,0,0,0,0,0,0,0,34,87,19,60,45,59,1283,346,349,889,398,403,205,18,11,94,69,32,0,27,26,0,83,129,194,0,27,0,12,31
Sidney,NE,7,0,0,0,12,30,35,0,0,0,90,13,52,29,32,1146,165,424,839,551,884,199,27,11,69,39,17,28,34,43,23,153,294,281,36,9,43,31,72
Sidney,NY,18,0,0,0,0,0,0,0,5,11,58,73,58,126,42,1348,345,333,391,460,482,249,4,40,26,21,54,74,24,44,20,73,23,182,88,63,39,3,95
Sidney,OH,86,0,0,0,0,10,6,5,44,36,251,186,461,565,182,5213,796,932,2108,1297,1060,698,82,47,47,64,21,41,45,325,10,244,465,499,43,91,43,26,109
Sierra View--Indian Mountain Lake,PA,77,0,0,0,0,31,23,81,3,46,82,171,351,398,465,6199,1167,1076,2816,1715,2149,1216,169,60,161,288,87,206,179,199,17,412,884,787,76,126,196,167,136
Sierra Vista,AZ,321,0,0,0,44,27,42,82,178,146,303,148,215,292,385,5199,1131,2870,7069,4483,6361,2930,426,291,912,419,328,474,805,652,134,918,2128,1477,617,816,95,317,693
Sikeston,MO,86,0,8,0,0,0,0,25,40,99,341,128,496,392,181,3712,544,754,1733,694,1180,444,191,62,33,190,48,107,119,55,24,201,271,480,20,125,62,44,219
Siler City,NC,221,0,0,0,0,75,66,138,268,49,169,267,331,93,146,1693,294,132,742,358,291,168,95,15,0,19,0,27,54,9,0,59,81,235,15,27,7,7,46
Siloam Springs,AR,201,0,0,0,1,19,59,216,271,123,468,219,271,349,252,3216,593,898,1672,660,1526,528,121,168,84,241,64,54,49,65,19,307,418,503,88,136,199,82,156
Silsbee,TX,58,0,0,0,0,0,35,34,51,31,58,167,125,216,245,2248,300,364,1353,477,587,206,25,33,0,31,32,11,24,15,12,134,254,227,40,63,13,15,55
Silt,CO,30,0,0,22,0,14,0,0,7,19,33,38,21,44,26,598,60,178,277,156,208,37,0,7,0,25,4,15,19,10,3,53,22,11,13,36,17,9,56
Silver City,NM,63,0,0,0,0,3,76,20,129,33,282,144,334,247,153,1634,444,431,1558,502,1096,1053,57,265,104,108,211,292,133,218,0,239,388,521,164,189,81,15,188
Silver Creek,NY,60,0,0,0,0,0,0,0,0,11,59,45,33,25,47,848,167,206,368,265,336,196,0,9,23,25,26,29,99,10,0,36,77,105,61,22,4,11,59
Silver Lakes,CA,0,0,0,0,0,0,0,11,0,0,50,10,47,146,32,969,63,153,1202,257,621,348,22,48,41,42,6,41,179,173,0,39,90,214,43,108,32,27,28
Silverthorne--Frisco,CO,0,0,0,0,0,0,24,48,243,32,258,0,0,90,111,2177,123,463,1833,901,3401,1603,113,339,136,436,84,355,423,371,27,550,964,875,180,525,178,195,405
Silverton,OR,48,30,0,0,0,4,26,0,15,0,50,52,49,119,66,1223,302,645,1105,843,1308,503,113,71,81,158,33,148,219,120,54,222,262,256,60,190,119,36,177
Simi Valley,CA,902,17,1,17,155,310,270,281,958,91,455,827,925,1197,1779,16219,2259,6260,16412,9229,18536,6584,1831,782,1653,1549,1387,1329,2550,2854,186,2235,6060,1998,1383,1989,1522,1215,1381
Sinton,TX,183,0,18,37,3,51,76,18,34,88,50,197,396,219,80,913,341,82,647,166,218,65,24,40,0,0,0,34,12,3,0,45,21,110,82,40,16,0,24
Sioux Center,IA,14,0,0,0,11,7,10,0,71,59,109,36,51,130,13,962,81,117,412,423,718,325,76,70,56,82,14,47,57,45,17,129,286,267,73,47,25,28,87
Sioux City,IA,1113,0,22,62,108,398,211,328,1634,554,1501,1538,1742,1430,1224,18453,3727,4884,8994,5213,8897,3235,811,516,388,860,420,641,933,560,62,1459,3143,3034,418,791,502,527,1151
Sioux Falls,SD,1213,29,0,48,78,193,182,272,522,239,1652,931,1315,1505,1697,24687,4494,6459,16190,11584,24034,8069,2229,1224,1241,2470,697,2088,3022,1439,139,5057,8202,6201,1426,1666,1523,1439,2987
Sissonville,WV,16,0,0,0,0,0,0,0,0,17,60,52,12,47,41,765,188,101,402,189,245,120,27,25,56,16,0,27,16,15,0,52,139,93,0,56,0,23,12
Sitka,AK,31,0,0,0,0,0,25,2,20,0,17,38,104,36,46,927,216,498,993,396,968,449,110,64,35,288,67,45,189,104,3,197,92,258,92,95,62,50,142
Skaneateles,NY,10,0,0,0,0,0,0,0,5,0,11,0,13,3,14,296,76,87,219,267,864,526,191,56,16,99,66,57,180,115,18,152,253,262,153,95,74,83,118
Skiatook,OK,68,0,0,0,0,15,0,0,15,17,169,72,98,226,89,1770,162,455,404,453,362,81,18,15,0,17,0,9,44,28,0,85,57,139,29,0,10,41,27
Skowhegan,ME,9,0,0,0,0,0,0,0,0,0,107,89,107,84,41,1057,265,230,443,274,294,84,99,38,20,96,31,23,8,40,0,49,47,114,46,17,11,0,28
Slaton,TX,151,0,0,0,0,0,0,49,21,76,212,106,74,170,262,1283,240,416,390,94,453,84,59,23,23,0,53,24,50,0,0,56,117,269,0,63,0,0,44
Sleepy Eye,MN,11,0,0,0,0,0,0,23,8,0,162,57,24,12,18,786,49,151,305,183,278,26,38,41,0,7,7,14,7,14,0,58,134,96,0,40,0,5,27
Slidell,LA,443,0,0,14,0,144,18,187,262,612,888,1233,1956,2005,1057,14810,3555,4453,12283,4248,9668,3295,1081,601,575,971,709,747,690,1322,60,1580,3258,2385,330,1124,351,484,848
Slippery Rock,PA,21,0,0,0,0,0,0,0,0,8,18,7,41,14,28,267,43,41,220,92,301,184,73,205,42,76,53,23,67,20,0,31,77,135,85,34,58,50,62
Smithfield,NC,507,0,0,16,49,143,208,134,780,286,363,607,608,576,324,4750,1047,1159,2677,1289,2137,654,233,87,117,141,76,127,326,92,4,236,612,777,73,185,78,82,274
Smithfield,VA,57,0,0,0,0,0,19,30,7,34,186,36,159,196,91,1452,214,398,1299,637,1513,820,142,98,53,166,81,136,181,300,0,313,611,397,135,172,65,47,139
Smithton,IL,20,0,0,0,0,0,0,0,0,15,7,7,15,33,41,690,44,233,464,231,501,181,16,78,36,19,10,32,54,21,0,174,203,180,0,17,0,0,114
Smithville,TN,7,0,23,0,0,6,0,11,30,28,171,147,69,111,119,896,237,314,117,89,258,67,24,14,0,9,0,64,24,6,0,56,89,86,10,0,0,15,28
Smithville,TX,58,0,0,0,0,26,11,21,21,60,78,33,40,100,32,697,199,250,400,86,381,132,18,7,0,66,23,9,25,36,0,49,130,90,33,10,21,78,9
Smithville North,MO,0,0,0,0,0,0,0,0,0,0,0,0,15,47,14,599,89,120,331,246,337,144,80,14,19,71,86,14,17,9,0,55,188,28,25,13,27,9,44
Sneads Ferry,NC,0,0,0,0,0,0,0,0,0,22,0,36,23,64,16,391,60,235,544,177,408,158,67,0,17,104,13,34,40,66,0,53,71,73,0,36,69,14,78
Snoqualmie,WA,82,0,0,0,0,0,0,0,53,0,20,27,107,68,248,1632,454,963,2342,1352,5202,1490,404,94,396,347,267,364,840,636,106,326,1531,706,556,469,285,436,488
Snowflake,AZ,14,0,0,0,0,0,0,29,0,8,19,87,0,187,56,675,100,318,882,567,323,120,0,73,0,12,30,0,69,0,0,76,35,223,24,12,8,0,45
Snyder,TX,112,0,0,98,11,77,0,59,173,163,83,122,124,199,132,1470,526,755,1187,449,708,296,32,74,85,40,0,65,45,0,17,157,286,255,19,115,19,11,125
Social Circle,GA,0,0,0,16,0,0,67,0,0,0,68,20,121,44,125,667,160,223,444,149,136,55,80,6,20,0,0,0,0,48,0,26,13,73,0,68,0,0,29
Socorro,NM,69,42,0,0,0,8,0,76,103,116,185,179,146,489,93,1379,464,208,554,230,442,256,30,152,67,82,158,60,51,151,0,18,98,85,46,46,9,30,20
Soda Springs,ID,0,0,0,0,0,1,0,0,0,4,22,17,31,61,10,498,132,162,269,154,339,27,19,0,0,59,7,6,34,58,0,48,69,68,6,4,16,10,6
Sodus,NY,14,4,0,0,12,0,0,0,20,11,57,28,46,75,38,669,156,165,270,193,246,80,13,3,4,31,4,11,29,13,7,6,94,49,31,38,0,7,27
Soldotna,AK,17,0,0,0,3,16,0,0,15,0,15,44,63,43,44,971,258,249,1231,372,624,269,93,3,19,49,52,4,26,78,24,122,113,230,34,44,61,14,158
Soledad,CA,848,0,15,34,339,528,357,255,1212,187,803,960,870,1445,594,2385,2008,836,2498,1146,649,152,40,30,32,79,13,33,47,59,4,113,131,13,63,136,72,38,60
Solvang--Buellton--Santa Ynez,CA,13,0,0,23,67,25,41,0,252,16,19,43,84,151,184,1983,185,892,2078,1161,2630,1162,301,214,123,403,135,297,384,395,0,472,749,332,150,276,327,210,268
Somerset,KY,318,7,12,0,0,35,103,138,232,192,1065,358,725,282,256,5754,1996,1458,2531,1780,2130,915,222,162,99,311,39,192,119,92,22,442,858,728,128,203,36,106,288
Somerset,MI,8,0,0,0,0,7,0,0,0,0,13,8,27,33,48,618,154,235,328,164,409,191,87,1,9,35,26,41,18,52,0,117,147,156,43,58,0,10,54
Somerset,PA,141,12,0,0,0,0,13,13,9,46,157,309,384,299,248,2931,1317,702,848,673,962,354,139,34,21,54,16,120,128,33,0,192,278,324,54,123,50,113,111
Somerset,WI,15,0,0,0,4,0,0,0,0,5,12,21,17,15,23,423,60,71,153,310,228,82,13,0,23,24,9,20,21,18,5,41,80,30,8,0,13,11,78
Somerton,AZ,386,0,13,21,191,388,301,293,1039,141,297,659,391,179,382,1399,514,265,943,743,459,273,7,26,16,35,9,52,58,0,5,135,155,153,0,34,8,0,159
Sonoma,CA,437,0,18,48,89,188,80,77,1063,232,129,582,198,417,460,4002,524,1948,3819,1949,5891,1924,656,305,184,592,156,877,1248,339,13,577,1432,868,620,809,853,473,356
Sonora,TX,50,0,0,3,8,44,53,19,88,12,86,62,73,35,10,542,56,92,337,67,268,83,17,0,0,12,17,0,4,9,0,12,118,148,7,16,21,5,4
Sonora--Jamestown--Phoenix Lake,CA,114,0,0,0,25,45,2,23,92,55,218,155,230,453,368,5025,1021,2214,4340,1940,3087,1151,292,158,126,582,92,234,531,370,26,403,714,582,261,448,183,227,384
Soperton,GA,42,0,0,0,0,14,22,14,25,23,29,96,67,106,34,672,203,57,161,85,255,27,9,5,0,32,0,34,16,0,18,21,72,72,12,8,5,7,17
South Bend,IN,1533,5,21,55,90,267,252,349,1257,502,2398,3170,4685,5186,3180,47566,8885,12616,25298,14143,29377,13051,2732,3193,1962,2686,2042,2200,3456,3078,191,5150,10543,7898,2130,4281,1732,2049,3213
South Boston,VA,47,0,0,0,6,11,0,16,72,71,103,152,170,251,121,1418,372,451,613,437,724,235,51,12,32,54,48,39,90,70,0,50,171,270,58,72,52,4,72
South Deerfield,MA,21,0,0,0,0,0,0,0,14,0,0,27,7,11,99,554,49,151,380,352,766,672,61,181,90,145,77,66,201,187,17,125,148,220,139,147,137,34,189
South Fallsburg,NY,7,0,1,0,8,61,0,0,3,0,96,154,168,180,90,491,227,40,360,92,72,113,24,0,8,14,31,10,47,0,0,13,4,46,0,0,0,0,39
South Haven,MI,15,0,0,0,0,5,0,0,0,0,79,70,69,58,71,975,211,383,782,285,654,336,81,39,7,54,29,10,58,118,0,102,229,292,51,68,48,51,48
South Hill,VA,76,0,0,0,0,12,3,26,0,31,127,50,125,142,54,959,141,234,534,382,294,261,67,0,10,62,10,118,18,21,0,27,152,66,26,89,12,0,101
South Lake Tahoe,CA,250,9,0,9,65,157,192,51,513,94,248,222,216,310,376,4162,487,1395,4724,1691,3648,1010,388,216,160,599,184,270,615,384,92,387,1163,295,290,403,168,239,471
South Lyon--Howell,MI,386,11,7,0,33,2,12,19,117,51,565,521,866,928,871,17728,2234,7068,14508,7745,20574,8732,1226,770,1106,1466,1045,1165,1849,4104,208,3764,8173,4567,1093,1102,750,1440,2332
Southold,NY,86,6,0,0,30,28,0,16,42,27,12,88,85,57,60,2242,234,296,1063,1018,1479,1130,162,157,129,143,62,178,294,110,31,158,522,480,259,204,277,109,160
South Paris,ME,15,0,0,0,0,0,0,0,42,32,98,98,80,18,53,1333,361,312,523,256,303,112,0,26,0,23,63,13,77,12,0,21,45,124,17,15,38,7,28
South Pittsburg,TN,23,0,0,0,5,10,0,14,65,48,135,171,144,95,74,982,254,195,608,215,268,131,4,19,57,29,2,106,12,8,0,28,73,76,0,13,0,3,56
South Vacherie,LA,0,0,0,0,0,13,12,0,13,34,41,23,45,92,23,838,121,96,179,90,206,65,0,5,0,33,5,9,0,31,0,70,11,59,26,19,0,0,17
Sparta,GA,24,0,5,7,0,5,0,24,61,26,107,205,243,351,10,661,465,108,337,78,128,44,7,4,0,0,8,3,18,13,0,25,16,45,20,6,0,5,39
Sparta,IL,20,0,0,0,0,0,7,0,0,0,78,39,56,25,17,1285,162,206,343,231,267,126,23,10,7,38,7,0,26,14,0,51,62,192,11,18,17,7,9
Sparta,MI,34,0,0,0,0,0,0,0,0,9,40,25,117,45,17,930,121,314,376,246,406,51,15,0,25,15,54,9,0,36,0,61,120,92,22,0,16,0,44
Sparta,TN,38,6,0,0,5,10,0,13,41,109,314,120,70,99,68,1304,310,349,641,248,119,95,21,0,0,11,0,35,0,0,0,55,27,55,14,38,0,14,41
Sparta,WI,98,0,0,0,0,24,0,0,121,0,133,42,111,147,104,2340,243,619,904,819,931,262,69,0,38,126,13,34,28,76,0,123,288,347,43,87,15,17,121
Spartanburg,SC,1524,9,21,67,269,321,357,242,1248,1378,2096,2747,3433,3566,2330,28045,5916,8076,17937,11864,19763,8357,1660,1342,1343,1421,1215,1624,2501,2253,260,2904,6850,6008,1509,1855,970,712,1872
Spearfish,SD,0,0,0,0,0,0,0,0,37,0,153,28,43,49,139,2176,205,339,1425,629,1391,488,60,153,80,163,171,26,180,62,13,245,261,672,40,55,86,83,60
Spearman,TX,12,0,0,0,6,14,17,27,181,29,28,53,69,84,34,521,140,86,390,139,307,79,0,5,27,91,6,13,1,0,0,28,71,110,15,14,0,0,32
Spencer,IA,34,0,0,0,0,0,0,7,32,6,77,68,154,91,18,2598,365,538,1132,1019,1179,245,81,8,12,113,80,63,54,50,0,222,500,361,36,21,33,78,105
Spencer,WV,20,0,0,0,0,0,0,5,28,0,113,47,68,121,44,623,161,129,244,118,231,119,0,0,12,13,22,53,23,0,0,20,97,117,5,0,17,12,0
Spirit Lake,IA,21,0,0,0,0,0,0,0,0,7,126,22,53,97,129,2160,267,670,1313,1083,1495,427,159,25,46,146,111,78,160,133,0,212,475,623,60,24,125,40,151
Spokane,WA,2004,43,25,11,97,41,198,396,789,367,2047,1907,3431,4040,4126,54981,13166,21747,49964,30715,47846,19309,5220,2837,2508,5189,2397,4494,6591,4142,746,9114,15696,11066,3619,4977,2244,3777,5101
Spooner,WI,8,2,0,0,0,0,0,6,14,7,10,35,27,59,16,722,101,110,197,230,150,102,13,11,7,28,15,0,9,15,0,44,29,96,8,7,17,7,20
Spout Springs,NC,81,0,0,0,0,0,0,0,0,12,50,57,123,203,117,1622,211,662,2232,1231,1712,841,96,62,117,135,110,202,385,284,11,383,600,350,12,160,23,21,225
Spring Creek North,NV,8,0,0,0,0,0,0,0,25,0,12,25,107,148,63,827,130,237,370,89,108,34,0,14,0,29,0,0,0,0,0,21,39,76,0,0,0,0,0
Spring Creek South,NV,0,0,0,0,0,0,0,0,11,0,0,0,16,10,57,384,65,438,403,401,604,265,19,0,0,58,31,12,23,46,0,46,120,317,38,104,0,23,94
Springfield,GA,41,0,0,0,0,5,0,0,29,22,82,45,95,253,37,756,147,220,287,118,180,78,11,7,6,0,0,0,5,10,0,16,91,56,6,27,14,6,39
Springfield,IL,678,16,0,0,0,34,30,54,152,333,1263,1185,2203,2236,1344,24885,4796,9250,15445,8312,23710,10472,3070,1291,1300,2496,1152,2518,3302,1963,210,4032,8132,6034,1546,2363,1426,1911,2930
Springfield,MA,6066,58,177,442,665,1118,1957,1196,2610,2535,5344,7573,9092,9223,7496,102551,18898,24566,50965,36362,66496,37036,7546,6350,4356,6994,4028,8962,10828,8239,613,11415,21135,16082,7890,7799,5649,4039,8504
Springfield,MO,974,61,0,17,15,255,102,85,631,200,1917,2560,3716,4082,2707,40501,8497,14585,33618,13239,34287,13551,2864,2600,1805,3642,1473,3403,3867,1388,234,6678,11089,10089,2447,3764,2225,2582,3427
Springfield,OH,656,0,8,0,0,68,27,64,281,177,912,1163,1641,2239,1170,17552,2846,5014,8114,4781,6375,2488,469,425,304,351,293,401,870,416,58,970,2114,2343,453,495,270,442,809
Springfield,TN,157,0,0,0,46,75,31,39,53,60,355,356,345,712,171,3624,793,923,1421,636,982,439,55,30,43,72,21,87,70,88,7,144,271,506,68,73,53,35,105
Springfield,VT,27,0,0,0,0,0,0,0,18,8,89,90,36,72,68,1331,154,207,476,197,300,94,32,0,0,31,36,34,37,0,0,31,70,74,67,58,16,12,12
Spring Hill,FL,1359,12,36,73,0,162,111,202,325,319,1428,1516,2461,2831,3322,35012,6559,9548,16166,12016,11328,4524,593,700,469,824,477,1211,1389,1321,168,1753,3808,3671,531,1017,352,439,968
Spring Hill,KS,27,0,0,0,0,0,0,0,0,0,43,0,31,64,9,1072,51,321,604,504,713,232,0,12,67,65,39,11,75,36,7,101,233,215,8,19,30,32,113
